,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
317,4108,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,40,,19351,85
318,0,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,S,0,0
319,0,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,0,D,0,0
320,171025636,Total for all sectors,Total,Non-Hispanic,Total,All firms,324968,,922939059,3712016
321,13308852,Total for all sectors,Total,Non-Hispanic,Total,Family-owned,28237,,74515560,317898
322,43885509,Total for all sectors,Total,Non-Hispanic,Total,Not family-owned,135587,,208516173,1001046
323,57194361,Total for all sectors,Total,Non-Hispanic,Total,Total reporting,163825,,283031733,1318944
324,2662636,Total for all sectors,Total,Non-Hispanic,Total,Item not reported,9516,,12886925,54577
325,170583778,Total for all sectors,Total,Total,White,All firms,317678,,923518903,3657255
326,251476284,Total for all sectors,Equally male/female,Total,Total,All firms,753213,,1214501873,7139262
327,80941944,Total for all sectors,Equally male/female,Total,Total,Family-owned,323229,,383373624,2498616
328,13105445,Total for all sectors,Equally male/female,Total,Total,Not family-owned,38575,,54620823,345044
329,94047389,Total for all sectors,Equally male/female,Total,Total,Total reporting,361803,,437994447,2843660
330,2886955,Total for all sectors,Equally male/female,Total,Total,Item not reported,13928,,13491679,96234
331,93626322,Total for all sectors,Total,Hispanic,Total,All firms,316555,,427820605,2801336
332,11252920,Total for all sectors,Total,Hispanic,Total,Family-owned,36752,,53623724,360291
333,24060603,Total for all sectors,Total,Hispanic,Total,Not family-owned,103221,,102759504,679674
334,35313523,Total for all sectors,Total,Hispanic,Total,Total reporting,139971,,156383227,1039965
335,1651464,Total for all sectors,Total,Hispanic,Total,Item not reported,9144,,7792540,57246
336,15649399,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,All firms,43302,,64317868,434658
337,3505555,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,13867,,13867104,109775
338,3705642,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,5816,,15970194,75936
339,7211197,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,19685,,29837298,185711
340,232966,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,932,,888725,9007
341,2466573956,Total for all sectors,Total,Non-Hispanic,Total,All firms,4655551,,12667350955,54962007
342,269864315,Total for all sectors,Total,Non-Hispanic,Total,Family-owned,654860,,1540609817,6918263
343,562444850,Total for all sectors,Total,Non-Hispanic,Total,Not family-owned,1627442,,2548005998,12435330
344,832309165,Total for all sectors,Total,Non-Hispanic,Total,Total reporting,2282301,,4088615815,19353593
345,28951372,Total for all sectors,Total,Non-Hispanic,Total,Item not reported,102795,,140269549,777158
346,2357042298,Total for all sectors,Total,Total,White,All firms,4314921,,12138199854,51880146
347,263565303,Total for all sectors,Total,Total,White,Family-owned,622145,,1498676543,6722055
348,536685056,Total for all sectors,Total,Total,White,Not family-owned,1517256,,2423076067,11634028
349,800250360,Total for all sectors,Total,Total,White,Total reporting,2139400,,3921752610,18356083
350,27458931,Total for all sectors,Total,Total,White,Item not reported,99572,,132173146,739298
351,31828248,Total for all sectors,Total,Total,Black or African American,All firms,109456,,112718157,1028897
352,13634619,Total for all sectors,Total,Total,White,Family-owned,28103,,78194973,318198
353,44040560,Total for all sectors,Total,Total,White,Not family-owned,132976,,208344558,1000640
354,57675179,Total for all sectors,Total,Total,White,Total reporting,161078,,286539531,1318838
355,2581689,Total for all sectors,Total,Total,White,Item not reported,9285,,11933004,53270
356,4667970,Total for all sectors,Total,Total,Black or African American,All firms,13186,,13678383,144015
357,72085,Total for all sectors,Total,Total,Black or African American,Family-owned,630,,194162,3732
358,1089841,Total for all sectors,Total,Total,Black or African American,Not family-owned,4913,,3107775,32419
359,1161926,Total for all sectors,Total,Total,Black or African American,Total reporting,5543,,3301937,36151
360,83385,Total for all sectors,Total,Total,Black or African American,Item not reported,344,,271275,1148
361,828659,Total for all sectors,Total,Total,American Indian and Alaska Native,All firms,2554,,2909456,16996
362,0,Total for all sectors,Total,Total,American Indian and Alaska Native,Family-owned,0,S,0,0
363,77910,Total for all sectors,Total,Total,American Indian and Alaska Native,Not family-owned,892,,334307,2233
364,129132,Total for all sectors,Total,Total,American Indian and Alaska Native,Total reporting,1092,,471050,3619
365,4820,Total for all sectors,Total,Total,American Indian and Alaska Native,Item not reported,41,,12579,336
366,2241942,Total for all sectors,Total,Total,Asian,All firms,6813,,9573235,52673
367,181665,Total for all sectors,Total,Total,Asian,Family-owned,606,,808801,6368
368,611958,Total for all sectors,Total,Total,Asian,Not family-owned,2636,,2438448,14129
369,793623,Total for all sectors,Total,Total,Asian,Total reporting,3241,,3247248,20496
370,28119,Total for all sectors,Total,Total,Asian,Item not reported,96,,765896,964
371,0,Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,All firms,0,S,0,0
372,0,Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,Family-owned,0,D,0,0
373,0,Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,Not family-owned,0,S,0,0
374,0,Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,Total reporting,0,S,0,0
375,14516008,Total for all sectors,Total,Total,Minority,All firms,34161,,50865862,360022
376,0,Total for all sectors,Total,Total,Minority,Family-owned,0,S,0,0
377,3634937,Total for all sectors,Total,Total,Minority,Not family-owned,12842,,10979680,94819
378,2040530,Total for all sectors,Total,Total,Black or African American,Family-owned,8792,,6408532,86980
379,6645942,Total for all sectors,Total,Total,Black or African American,Not family-owned,35951,,23976610,207811
380,8686472,Total for all sectors,Total,Total,Black or African American,Total reporting,44744,,30385143,294790
381,491003,Total for all sectors,Total,Total,Black or African American,Item not reported,2790,,1620594,28428
382,7332069,Total for all sectors,Total,Total,American Indian and Alaska Native,All firms,21657,,30563470,180879
383,648347,Total for all sectors,Total,Total,American Indian and Alaska Native,Family-owned,2077,,2946206,18065
384,1237576,Total for all sectors,Total,Total,American Indian and Alaska Native,Not family-owned,7588,,5058959,35591
385,1885923,Total for all sectors,Total,Total,American Indian and Alaska Native,Total reporting,9664,,8005165,53657
386,82801,Total for all sectors,Total,Total,American Indian and Alaska Native,Item not reported,537,,264395,2184
387,172938044,Total for all sectors,Total,Total,Asian,All firms,569084,,851238417,5021868
388,17450188,Total for all sectors,Total,Total,Asian,Family-owned,66737,,94820110,528169
389,44352777,Total for all sectors,Total,Total,Asian,Not family-owned,181711,,210408780,1313621
390,61802965,Total for all sectors,Total,Total,Asian,Total reporting,248447,,305228890,1841791
391,2535085,Total for all sectors,Total,Total,Asian,Item not reported,9413,,13019187,67473
392,1755004,Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,All firms,6145,,9719642,46707
393,0,Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,Family-owned,0,S,0,0
394,496426,Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,Not family-owned,1847,,3046034,12344
395,752550,Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,Total reporting,2448,,4490557,20349
396,46731,Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,Item not reported,315,,270649,1911
397,306366109,Total for all sectors,Total,Total,Minority,All firms,1007135,,1422655054,9007782
398,31641281,Total for all sectors,Total,Total,Minority,Family-owned,114683,,159237849,1000395
399,77209622,Total for all sectors,Total,Total,Minority,Not family-owned,324031,,344911801,2240767
400,108850903,Total for all sectors,Total,Total,Minority,Total reporting,438713,,504149650,3241162
401,4754852,Total for all sectors,Total,Total,Minority,Item not reported,21692,,22573513,153747
402,30603220,Total for all sectors,Total,Total,Equally minority/nonminority,All firms,75592,,121340483,746325
403,4492148,Total for all sectors,Total,Total,Minority,Total reporting,15108,,16679980,115215
404,147196,Total for all sectors,Total,Total,Minority,Item not reported,694,,1134026,3267
405,194880,Total for all sectors,Total,Total,Equally minority/nonminority,All firms,837,,676678,4059
406,36334,Total for all sectors,Total,Total,Equally minority/nonminority,Family-owned,248,,137092,1151
407,61194,Total for all sectors,Total,Total,Equally minority/nonminority,Not family-owned,113,,141903,478
408,97527,Total for all sectors,Total,Total,Equally minority/nonminority,Total reporting,361,,278995,1629
409,0,Total for all sectors,Total,Total,Equally minority/nonminority,Item not reported,0,D,0,0
410,162992675,Total for all sectors,Total,Total,Nonminority,All firms,302938,,896161853,3493620
411,13004500,Total for all sectors,Total,Total,Nonminority,Family-owned,26857,,73359162,306645
412,41913793,Total for all sectors,Total,Total,Nonminority,Not family-owned,127479,,202433263,949371
413,54918293,Total for all sectors,Total,Total,Nonminority,Total reporting,154335,,275792425,1256016
414,2546937,Total for all sectors,Total,Total,Nonminority,Item not reported,9034,,11840522,52147
415,54886684,Total for all sectors,Total,Total,Total,All firms,145782,,250285493,1410080
416,11563581,Total for all sectors,Total,Total,Total,Family-owned,52927,,56680260,332065
417,7290205,Total for all sectors,Total,Total,Total,Not family-owned,16943,,28636463,161472
418,18853786,Total for all sectors,Total,Total,Total,Total reporting,69872,,85316723,493537
419,765877,Total for all sectors,Total,Total,Total,Item not reported,3739,,4199875,22183
420,5605005,Total for all sectors,Total,Total,Equally minority/nonminority,Family-owned,22035,,22713075,170431
421,7068189,Total for all sectors,Total,Total,Equally minority/nonminority,Not family-owned,11692,,26483726,128481
422,12673194,Total for all sectors,Total,Total,Equally minority/nonminority,Total reporting,33726,,49196801,298911
423,544512,Total for all sectors,Total,Total,Equally minority/nonminority,Item not reported,1944,,2924440,15247
424,2238880346,Total for all sectors,Total,Total,Nonminority,All firms,3932684,,11615493891,48443895
425,247376504,Total for all sectors,Total,Total,Nonminority,Family-owned,568762,,1426149721,6217504
426,505933283,Total for all sectors,Total,Total,Nonminority,Not family-owned,1400757,,2295340169,10821692
427,753309787,Total for all sectors,Total,Total,Nonminority,Total reporting,1969519,,3721489890,17039196
428,25536436,Total for all sectors,Total,Total,Nonminority,Item not reported,89234,,123452860,674416
429,2808439922,Total for all sectors,Classifiable,Classifiable,Classifiable,All firms,5499123,,14357479313,63465784
430,310084416,Total for all sectors,Classifiable,Classifiable,Classifiable,Family-owned,787775,,1743977458,8048586
431,643111223,Total for all sectors,Classifiable,Classifiable,Classifiable,Not family-owned,1893857,,2908927005,14397079
432,953195639,Total for all sectors,Classifiable,Classifiable,Classifiable,Total reporting,2681631,,4652904463,22445666
433,34295889,Total for all sectors,Classifiable,Classifiable,Classifiable,Item not reported,126346,,166125369,921012
434,1016016,Total for all sectors,Female,Total,Equally minority/nonminority,All firms,4364,,3727658,31722
435,0,Total for all sectors,Female,Total,Equally minority/nonminority,Family-owned,0,S,0,0
436,416699,Total for all sectors,Female,Total,Equally minority/nonminority,Not family-owned,1515,,1395730,13416
437,531491,Total for all sectors,Female,Total,Equally minority/nonminority,Total reporting,1823,,1776775,17272
438,51037,Total for all sectors,Female,Total,Equally minority/nonminority,Item not reported,197,,191930,2064
439,15457126,Total for all sectors,Male,Total,Equally minority/nonminority,All firms,20713,,60011806,287156
440,362135,Total for all sectors,Male,Total,Equally minority/nonminority,Family-owned,946,,1298653,8523
441,6025174,Total for all sectors,Male,Total,Equally minority/nonminority,Not family-owned,8288,,23338340,100586
442,6387309,Total for all sectors,Male,Total,Equally minority/nonminority,Total reporting,9234,,24636992,109110
443,161805,Total for all sectors,Male,Total,Equally minority/nonminority,Item not reported,756,,652193,4675
444,17467131,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,All firms,61556,,70361004,524526
445,5691870,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Family-owned,24451,,23224122,177056
446,1038797,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Not family-owned,3419,,3264934,23996
447,6730668,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Total reporting,27871,,26489056,201052
448,0,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Item not reported,0,S,0,0
449,2451472104,Total for all sectors,Total,Total,Nonminority,All firms,4364169,,12741759927,53190299
450,270908033,Total for all sectors,Total,Total,Nonminority,Family-owned,642828,,1552269624,6822185
451,554485646,Total for all sectors,Total,Total,Nonminority,Not family-owned,1542918,,2524043045,11917529
452,825393679,Total for all sectors,Total,Total,Nonminority,Total reporting,2185746,,4076312668,18739714
453,28808621,Total for all sectors,Total,Total,Nonminority,Item not reported,101734,,139362575,746869
