,industry,race,revenue_ranges
4389,Manufacturing,American Indian and Alaska Native,R
4392,Manufacturing,American Indian and Alaska Native,T
4393,Manufacturing,American Indian and Alaska Native,U
4394,Manufacturing,American Indian and Alaska Native,L
4396,Manufacturing,American Indian and Alaska Native,U
4397,Manufacturing,Asian,W
4398,Manufacturing,Asian,T
4399,Manufacturing,Asian,U
4419,Manufacturing,Asian,W
4421,Manufacturing,Asian,W
4422,Manufacturing,Asian,M
4423,Manufacturing,Asian,R
4428,Manufacturing,Asian,R
4429,Manufacturing,Asian,R
4430,Manufacturing,Asian,U
4441,Manufacturing,Asian,U
4442,Manufacturing,Asian,U
4443,Manufacturing,Asian,W
4444,Manufacturing,Asian,W
4445,Manufacturing,Asian,W
4446,Manufacturing,Asian,W
4448,Manufacturing,Asian,W
4449,Manufacturing,Asian,W
4450,Manufacturing,Asian,W
4451,Manufacturing,Asian,M
4453,Manufacturing,Asian,W
4454,Manufacturing,Native Hawaiian and Other Pacific Islander,T
4455,Manufacturing,Native Hawaiian and Other Pacific Islander,I
4465,Manufacturing,Asian,M
4467,Manufacturing,Asian,I
4472,Manufacturing,Asian,L
4488,Manufacturing,Native Hawaiian and Other Pacific Islander,L
4489,Manufacturing,Native Hawaiian and Other Pacific Islander,L
4493,Manufacturing,Native Hawaiian and Other Pacific Islander,L
4494,Manufacturing,Native Hawaiian and Other Pacific Islander,R
4496,Manufacturing,Native Hawaiian and Other Pacific Islander,I
4498,Manufacturing,Native Hawaiian and Other Pacific Islander,T
4518,Manufacturing,Asian,W
4519,Manufacturing,Asian,T
4520,Manufacturing,Asian,U
4521,Manufacturing,Asian,U
4522,Manufacturing,Asian,U
4523,Manufacturing,Asian,W
4524,Manufacturing,Asian,W
4525,Manufacturing,Asian,W
4526,Manufacturing,Asian,W
4528,Manufacturing,Asian,W
4529,Manufacturing,Asian,W
4530,Manufacturing,Asian,W
4531,Manufacturing,Native Hawaiian and Other Pacific Islander,T
4532,Manufacturing,Native Hawaiian and Other Pacific Islander,I
4537,Manufacturing,White,W
4538,Manufacturing,White,R
4539,Manufacturing,White,U
4540,Manufacturing,White,U
4541,Manufacturing,White,U
4542,Manufacturing,White,U
4545,Manufacturing,White,U
4546,Manufacturing,White,U
4576,Manufacturing,Native Hawaiian and Other Pacific Islander,L
4577,Manufacturing,Native Hawaiian and Other Pacific Islander,M
4578,Manufacturing,Native Hawaiian and Other Pacific Islander,M
4581,Manufacturing,Native Hawaiian and Other Pacific Islander,L
4582,Manufacturing,Native Hawaiian and Other Pacific Islander,B
4584,Manufacturing,Native Hawaiian and Other Pacific Islander,K
4587,Manufacturing,White,O
4588,Manufacturing,White,W
4589,Manufacturing,White,W
4592,Manufacturing,White,W
4593,Manufacturing,Black or African American,L
4595,Manufacturing,Black or African American,I
4597,Manufacturing,Black or African American,K
4599,Manufacturing,Black or African American,L
4617,Manufacturing,White,W
4618,Manufacturing,White,U
4619,Manufacturing,White,U
4620,Manufacturing,White,U
4621,Manufacturing,White,W
4622,Manufacturing,White,W
4623,Manufacturing,White,W
4624,Manufacturing,White,W
4626,Manufacturing,White,W
4628,Manufacturing,White,W
4629,Manufacturing,White,O
4631,Manufacturing,White,I
4632,Manufacturing,Native Hawaiian and Other Pacific Islander,T
4633,Manufacturing,Native Hawaiian and Other Pacific Islander,I
4634,Manufacturing,Native Hawaiian and Other Pacific Islander,K
4636,Manufacturing,Native Hawaiian and Other Pacific Islander,L
4637,Manufacturing,Native Hawaiian and Other Pacific Islander,L
4638,Manufacturing,Native Hawaiian and Other Pacific Islander,M
4644,Manufacturing,Asian,I
4650,Manufacturing,Asian,K
4670,Manufacturing,White,W
4671,Manufacturing,Black or African American,R
4672,Manufacturing,Black or African American,K
4673,Manufacturing,Black or African American,K
4674,Manufacturing,Black or African American,L
4676,Manufacturing,Black or African American,L
4677,Manufacturing,Black or African American,O
4680,Manufacturing,Black or African American,R
4684,Manufacturing,Black or African American,R
4685,Manufacturing,American Indian and Alaska Native,O
4687,Manufacturing,American Indian and Alaska Native,K
4688,Manufacturing,Native Hawaiian and Other Pacific Islander,I
4716,Manufacturing,American Indian and Alaska Native,L
4717,Manufacturing,American Indian and Alaska Native,L
4719,Manufacturing,American Indian and Alaska Native,O
4720,Manufacturing,American Indian and Alaska Native,O
4731,Manufacturing,Native Hawaiian and Other Pacific Islander,T
4732,Manufacturing,Native Hawaiian and Other Pacific Islander,I
4733,Manufacturing,Native Hawaiian and Other Pacific Islander,M
4736,Manufacturing,Native Hawaiian and Other Pacific Islander,L
4737,Manufacturing,Native Hawaiian and Other Pacific Islander,M
4740,Manufacturing,Native Hawaiian and Other Pacific Islander,L
4741,Manufacturing,Native Hawaiian and Other Pacific Islander,T
4742,Manufacturing,Native Hawaiian and Other Pacific Islander,I
4776,Manufacturing,Native Hawaiian and Other Pacific Islander,M
4780,Manufacturing,Native Hawaiian and Other Pacific Islander,M
4781,Manufacturing,Native Hawaiian and Other Pacific Islander,M
5061,Manufacturing,White,W
5062,Manufacturing,White,W
5063,Manufacturing,White,W
5101,Manufacturing,White,W
5102,Manufacturing,White,W
5103,Manufacturing,White,W
5104,Manufacturing,White,W
5105,Manufacturing,White,W
5106,Manufacturing,White,W
5107,Manufacturing,White,W
5108,Manufacturing,White,W
5109,Manufacturing,White,W
5110,Manufacturing,White,W
5111,Manufacturing,White,W
5113,Manufacturing,White,W
5114,Manufacturing,Black or African American,U
5116,Manufacturing,Black or African American,R
5117,Manufacturing,Black or African American,R
5133,Manufacturing,Asian,W
5134,Manufacturing,Asian,L
5135,Manufacturing,Asian,R
5136,Manufacturing,Asian,R
5137,Manufacturing,Asian,T
5138,Manufacturing,Asian,U
5139,Manufacturing,Asian,R
5141,Manufacturing,Asian,R
5142,Manufacturing,Asian,W
5143,Manufacturing,Asian,R
5144,Manufacturing,Asian,U
5145,Manufacturing,Asian,U
5146,Manufacturing,Asian,U
5147,Manufacturing,Asian,W
5148,Manufacturing,Asian,U
5166,Manufacturing,Black or African American,R
5167,Manufacturing,Black or African American,T
5168,Manufacturing,Black or African American,R
5169,Manufacturing,Black or African American,T
5170,Manufacturing,Black or African American,T
5171,Manufacturing,Black or African American,U
5172,Manufacturing,Black or African American,T
5173,Manufacturing,Black or African American,U
5174,Manufacturing,Black or African American,L
5175,Manufacturing,Black or African American,O
5177,Manufacturing,Black or African American,U
5178,Manufacturing,American Indian and Alaska Native,U
5180,Manufacturing,American Indian and Alaska Native,O
5191,Wholesale trade,Asian,U
5197,Wholesale trade,Asian,U
5198,Wholesale trade,Asian,I
5228,Wholesale trade,White,W
5229,Wholesale trade,White,W
5230,Wholesale trade,White,W
5231,Wholesale trade,White,W
5232,Wholesale trade,White,W
5233,Wholesale trade,White,W
5234,Wholesale trade,White,W
5235,Wholesale trade,White,W
5237,Wholesale trade,White,W
5238,Wholesale trade,Asian,U
5245,Wholesale trade,Asian,W
5246,Wholesale trade,Asian,W
5247,Wholesale trade,Asian,W
5248,Wholesale trade,Asian,W
5249,Wholesale trade,Asian,W
5250,Wholesale trade,Asian,W
5251,Wholesale trade,Asian,W
5254,Wholesale trade,Asian,W
5285,Wholesale trade,White,W
5286,Wholesale trade,White,W
5287,Wholesale trade,White,W
5288,Wholesale trade,White,W
5289,Wholesale trade,White,W
5290,Wholesale trade,White,W
5291,Wholesale trade,White,W
5292,Wholesale trade,White,W
5293,Wholesale trade,White,W
5294,Wholesale trade,White,W
5295,Wholesale trade,White,W
5296,Wholesale trade,White,U
5297,Wholesale trade,White,W
5298,Wholesale trade,White,W
5299,Wholesale trade,White,W
5300,Wholesale trade,White,W
5301,Wholesale trade,Asian,W
5302,Wholesale trade,Asian,W
5304,Wholesale trade,Asian,W
5337,Wholesale trade,White,W
5339,Wholesale trade,White,W
5340,Wholesale trade,White,W
5343,Wholesale trade,White,W
5344,Wholesale trade,White,W
5345,Wholesale trade,White,W
5348,Wholesale trade,White,U
5349,Wholesale trade,White,U
5351,Wholesale trade,Native Hawaiian and Other Pacific Islander,I
5363,Wholesale trade,White,U
5364,Wholesale trade,White,W
5365,Wholesale trade,White,W
5366,Wholesale trade,White,W
5367,Wholesale trade,White,W
5370,Wholesale trade,White,W
5371,Wholesale trade,White,W
5372,Wholesale trade,White,U
5378,Wholesale trade,Black or African American,R
5390,Wholesale trade,White,W
5391,Wholesale trade,White,W
5392,Wholesale trade,White,W
5393,Wholesale trade,White,W
5394,Wholesale trade,White,O
5395,Wholesale trade,White,T
5416,Wholesale trade,Black or African American,R
5418,Wholesale trade,Black or African American,R
5419,Wholesale trade,American Indian and Alaska Native,M
5441,Wholesale trade,White,U
5443,Wholesale trade,White,U
5444,Wholesale trade,White,W
5445,Wholesale trade,White,W
5446,Wholesale trade,White,W
5447,Wholesale trade,White,W
5448,Wholesale trade,White,W
5449,Wholesale trade,White,W
5450,Wholesale trade,White,W
5451,Wholesale trade,White,W
5452,Wholesale trade,White,W
5453,Wholesale trade,White,W
5470,Wholesale trade,American Indian and Alaska Native,M
5472,Wholesale trade,American Indian and Alaska Native,L
5473,Wholesale trade,Asian,U
5481,Wholesale trade,Asian,U
5482,Wholesale trade,Asian,U
5503,Wholesale trade,White,W
5504,Wholesale trade,White,W
5505,Wholesale trade,White,W
5506,Wholesale trade,Black or African American,W
5507,Wholesale trade,Black or African American,R
5508,Wholesale trade,Black or African American,T
5509,Wholesale trade,Black or African American,T
5511,Wholesale trade,Black or African American,U
5512,Wholesale trade,Black or African American,T
5513,Wholesale trade,Black or African American,U
5549,Wholesale trade,White,W
5550,Wholesale trade,White,W
5551,Wholesale trade,White,W
5552,Wholesale trade,White,W
5553,Wholesale trade,White,W
5554,Wholesale trade,White,W
5555,Wholesale trade,White,W
5556,Wholesale trade,White,W
5557,Wholesale trade,White,W
5558,Wholesale trade,White,W
5559,Wholesale trade,Black or African American,T
5560,Wholesale trade,Black or African American,L
5566,Wholesale trade,Black or African American,W
5567,Wholesale trade,Black or African American,R
5568,Wholesale trade,Black or African American,T
5569,Wholesale trade,Black or African American,T
5571,Wholesale trade,Black or African American,U
5573,Wholesale trade,Black or African American,T
5574,Wholesale trade,Black or African American,U
5601,Wholesale trade,White,W
5602,Wholesale trade,White,W
5603,Wholesale trade,White,W
5604,Wholesale trade,White,W
5605,Wholesale trade,White,W
5606,Wholesale trade,White,W
5607,Wholesale trade,Black or African American,W
5608,Wholesale trade,Black or African American,R
5609,Wholesale trade,Black or African American,T
5612,Wholesale trade,Black or African American,U
5613,Wholesale trade,Black or African American,T
5614,Wholesale trade,Black or African American,U
5649,Wholesale trade,Black or African American,T
5650,Wholesale trade,Black or African American,W
5652,Wholesale trade,Black or African American,W
5653,Wholesale trade,American Indian and Alaska Native,U
5654,Wholesale trade,American Indian and Alaska Native,L
5655,Wholesale trade,American Indian and Alaska Native,R
5660,Wholesale trade,American Indian and Alaska Native,T
5669,Wholesale trade,Black or African American,W
5672,Wholesale trade,Black or African American,R
5673,Wholesale trade,Black or African American,T
5674,Wholesale trade,Black or African American,T
5676,Wholesale trade,Black or African American,U
5677,Wholesale trade,Black or African American,T
5678,Wholesale trade,Black or African American,U
5708,Wholesale trade,American Indian and Alaska Native,T
5709,Wholesale trade,American Indian and Alaska Native,U
5710,Wholesale trade,American Indian and Alaska Native,R
5712,Wholesale trade,American Indian and Alaska Native,U
5713,Wholesale trade,Asian,W
5714,Wholesale trade,Asian,W
5715,Wholesale trade,Asian,W
5716,Wholesale trade,Asian,W
5717,Wholesale trade,Asian,W
5718,Wholesale trade,Asian,W
5719,Wholesale trade,Asian,W
5720,Wholesale trade,Asian,W
5723,Wholesale trade,Black or African American,T
5724,Wholesale trade,Black or African American,W
5726,Wholesale trade,American Indian and Alaska Native,U
5727,Wholesale trade,American Indian and Alaska Native,L
5728,Wholesale trade,American Indian and Alaska Native,R
5733,Wholesale trade,American Indian and Alaska Native,T
5755,Wholesale trade,Asian,W
5756,Wholesale trade,Asian,W
5757,Wholesale trade,Asian,W
5758,Wholesale trade,Asian,U
5760,Wholesale trade,Asian,W
5767,Wholesale trade,American Indian and Alaska Native,T
5768,Wholesale trade,American Indian and Alaska Native,L
5769,Wholesale trade,American Indian and Alaska Native,L
5825,Wholesale trade,American Indian and Alaska Native,U
5826,Wholesale trade,American Indian and Alaska Native,L
5827,Wholesale trade,American Indian and Alaska Native,R
5832,Wholesale trade,American Indian and Alaska Native,T
5834,Wholesale trade,American Indian and Alaska Native,R
5853,Wholesale trade,White,R
5856,Wholesale trade,White,W
5857,Wholesale trade,White,W
5858,Wholesale trade,White,U
5859,Wholesale trade,White,W
5863,Wholesale trade,White,U
5864,Wholesale trade,White,U
5865,Manufacturing,American Indian and Alaska Native,T
5866,Manufacturing,American Indian and Alaska Native,U
5867,Manufacturing,American Indian and Alaska Native,L
5868,Manufacturing,Asian,W
5869,Manufacturing,Asian,T
5870,Manufacturing,Asian,U
5871,Manufacturing,Asian,U
5872,Manufacturing,Asian,U
5873,Manufacturing,Asian,W
5874,Manufacturing,Asian,W
5875,Manufacturing,Asian,W
5876,Manufacturing,Asian,W
5879,Wholesale trade,American Indian and Alaska Native,I
5885,Wholesale trade,American Indian and Alaska Native,U
5886,Wholesale trade,American Indian and Alaska Native,L
5887,Wholesale trade,American Indian and Alaska Native,R
5891,Wholesale trade,American Indian and Alaska Native,T
5903,Wholesale trade,White,W
5904,Wholesale trade,White,W
5907,Wholesale trade,White,W
5928,Wholesale trade,American Indian and Alaska Native,T
5929,Wholesale trade,American Indian and Alaska Native,U
5930,Wholesale trade,American Indian and Alaska Native,R
5931,Wholesale trade,Asian,W
5932,Wholesale trade,Asian,W
5933,Wholesale trade,Asian,W
5934,Wholesale trade,Asian,W
5935,Wholesale trade,Asian,W
5936,Wholesale trade,Asian,W
5937,Wholesale trade,Asian,W
5940,Wholesale trade,Asian,W
5991,Wholesale trade,Asian,W
5992,Wholesale trade,Asian,W
5993,Wholesale trade,Asian,U
5994,Wholesale trade,Asian,U
5997,Wholesale trade,Asian,R
5999,Wholesale trade,Asian,U
6024,Wholesale trade,White,W
6025,Wholesale trade,White,W
6026,Wholesale trade,White,W
6027,Wholesale trade,White,W
6028,Wholesale trade,White,W
6029,Wholesale trade,White,W
6030,Wholesale trade,White,W
6031,Wholesale trade,White,W
6032,Wholesale trade,White,W
6033,Wholesale trade,White,W
6034,Wholesale trade,Asian,W
6035,Wholesale trade,Asian,U
6036,Wholesale trade,Asian,W
6037,Wholesale trade,Asian,W
6038,Wholesale trade,Asian,W
6039,Wholesale trade,Asian,W
6043,Wholesale trade,Asian,U
6044,Wholesale trade,Asian,W
6046,Wholesale trade,Asian,U
6047,Wholesale trade,Asian,U
6048,Retail trade,White,W
6049,Retail trade,White,W
6050,Retail trade,White,W
6051,Retail trade,White,W
6052,Retail trade,White,W
6053,Retail trade,White,W
6054,Retail trade,White,W
6055,Retail trade,White,W
6056,Retail trade,White,W
6057,Retail trade,White,W
6058,Retail trade,White,W
6059,Retail trade,White,W
6060,Retail trade,White,W
6061,Retail trade,White,W
6062,Retail trade,White,W
6078,Retail trade,White,W
6079,Retail trade,White,W
6080,Retail trade,White,W
6081,Retail trade,White,W
6082,Retail trade,White,R
6083,Retail trade,White,U
6084,Retail trade,White,U
6085,Retail trade,White,U
6087,Retail trade,White,R
6102,Retail trade,White,U
6103,Retail trade,White,W
6104,Retail trade,White,W
6105,Retail trade,White,W
6106,Retail trade,White,W
6107,Retail trade,White,W
6108,Retail trade,White,U
6109,Retail trade,White,W
6110,Retail trade,White,W
6111,Retail trade,White,W
6112,Retail trade,White,W
6113,Retail trade,White,W
6115,Retail trade,White,T
6116,Retail trade,White,W
6132,Retail trade,White,W
6133,Retail trade,White,W
