,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
322,3736223,Total for all sectors,Equally male/female,Total,Nonminority,Other organizations,11911,,19213120,90950
323,49980845,Total for all sectors,Equally male/female,Total,Nonminority,Individuals,209606,,233844681,1665675
324,76920251,Total for all sectors,Equally male/female,Total,Nonminority,Total reporting,282154,,365131793,2217501
325,10691159,Total for all sectors,Equally male/female,Total,Nonminority,Item not reported,57250,,50399796,384243
326,177703562,Total for all sectors,Total,Total,Total,All firms,337934,,947704393,3857701
327,6515977,Total for all sectors,Total,Total,Total,Federal government,7376,,29727092,102787
328,9863029,Total for all sectors,Total,Total,Total,State and local government,13635,,53576575,183082
329,33486844,Total for all sectors,Total,Total,Total,Other businesses,65908,,174354046,654098
330,2547356,Total for all sectors,Total,Total,Total,Other organizations,7103,,11224661,57794
331,25355923,Total for all sectors,Total,Total,Total,Individuals,98874,,122286221,726745
332,56234094,Total for all sectors,Total,Total,Total,Total reporting,147505,,279955271,1261702
333,5968084,Total for all sectors,Total,Total,Total,Item not reported,32033,,25770809,166576
334,339529,Total for all sectors,Equally male/female,Hispanic,Total,State and local government,983,,1368596,10125
335,1278546,Total for all sectors,Equally male/female,Hispanic,Total,Other businesses,5005,,7171431,32526
336,50437,Total for all sectors,Equally male/female,Hispanic,Total,Other organizations,407,,349850,1488
337,1999682,Total for all sectors,Equally male/female,Hispanic,Total,Individuals,10452,,9515735,72996
338,3117760,Total for all sectors,Equally male/female,Hispanic,Total,Total reporting,13882,,14665713,98786
339,654732,Total for all sectors,Equally male/female,Hispanic,Total,Item not reported,3627,,3003800,22099
340,17395617,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,All firms,49285,,71334623,486636
341,95007,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Federal government,398,,274773,2735
342,388346,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,State and local government,1099,,1481809,12256
343,3901317,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Other businesses,8266,,16496448,73959
344,336435,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Other organizations,852,,1223184,5255
345,4881200,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Individuals,15458,,19250127,144628
346,7530357,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,20410,,30664754,192684
347,414002,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,3101,,1910599,16898
348,0,Total for all sectors,Female,Total,Native Hawaiian and Other Pacific Islander,All firms,0,S,0,0
349,0,Total for all sectors,Female,Total,Native Hawaiian and Other Pacific Islander,Federal government,0,D,0,0
350,0,Total for all sectors,Female,Total,Native Hawaiian and Other Pacific Islander,State and local government,0,S,0,0
351,0,Total for all sectors,Female,Total,Native Hawaiian and Other Pacific Islander,Other businesses,0,S,0,0
352,0,Total for all sectors,Female,Total,Native Hawaiian and Other Pacific Islander,Other organizations,0,D,0,0
353,0,Total for all sectors,Female,Total,Native Hawaiian and Other Pacific Islander,Individuals,0,S,0,0
354,0,Total for all sectors,Female,Total,Native Hawaiian and Other Pacific Islander,Total reporting,0,S,0,0
355,0,Total for all sectors,Female,Total,Native Hawaiian and Other Pacific Islander,Item not reported,0,S,0,0
356,1610028,Total for all sectors,Male,Total,Native Hawaiian and Other Pacific Islander,All firms,4468,,8699273,38491
357,0,Total for all sectors,Male,Total,Native Hawaiian and Other Pacific Islander,Federal government,0,S,0,0
358,0,Total for all sectors,Male,Total,Native Hawaiian and Other Pacific Islander,State and local government,0,S,0,0
359,0,Total for all sectors,Male,Total,Native Hawaiian and Other Pacific Islander,Other businesses,0,S,0,0
360,0,Total for all sectors,Male,Total,Native Hawaiian and Other Pacific Islander,Other organizations,0,S,0,0
361,0,Total for all sectors,Male,Total,Native Hawaiian and Other Pacific Islander,Individuals,0,S,0,0
362,0,Total for all sectors,Male,Total,Native Hawaiian and Other Pacific Islander,Total reporting,0,S,0,0
363,0,Total for all sectors,Male,Total,Native Hawaiian and Other Pacific Islander,Item not reported,0,S,0,0
364,0,Total for all sectors,Equally male/female,Total,Native Hawaiian and Other Pacific Islander,All firms,0,S,0,0
365,0,Total for all sectors,Equally male/female,Total,Native Hawaiian and Other Pacific Islander,Federal government,0,D,0,0
366,0,Total for all sectors,Equally male/female,Total,Native Hawaiian and Other Pacific Islander,State and local government,0,S,0,0
367,0,Total for all sectors,Equally male/female,Total,Native Hawaiian and Other Pacific Islander,Other businesses,0,S,0,0
368,0,Total for all sectors,Equally male/female,Total,Native Hawaiian and Other Pacific Islander,Other organizations,0,D,0,0
369,0,Total for all sectors,Equally male/female,Total,Native Hawaiian and Other Pacific Islander,Individuals,0,S,0,0
370,0,Total for all sectors,Equally male/female,Total,Native Hawaiian and Other Pacific Islander,Total reporting,0,S,0,0
371,323027545,Total for all sectors,Total,Total,Minority,All firms,1048323,,1481618918,9432081
372,9366494,Total for all sectors,Total,Total,Minority,Federal government,15402,,31509894,190013
373,14093681,Total for all sectors,Total,Total,Minority,State and local government,26705,,48186966,308232
374,49194609,Total for all sectors,Total,Total,Minority,Other businesses,129373,,244991569,1008123
375,4314812,Total for all sectors,Total,Total,Minority,Other organizations,13475,,15122242,99744
376,57662417,Total for all sectors,Total,Total,Minority,Individuals,285426,,269074721,2088502
377,104025019,Total for all sectors,Total,Total,Minority,Total reporting,387177,,476844304,2995619
378,15042515,Total for all sectors,Total,Total,Minority,Item not reported,92253,,70585625,540379
379,398809,Total for all sectors,Female,Total,Total,All firms,1016,,1016081,12461
380,0,Total for all sectors,Female,Total,Total,State and local government,0,D,0,0
381,0,Total for all sectors,Female,Total,Total,Other businesses,0,S,0,0
382,169269,Total for all sectors,Female,Total,Total,Individuals,377,,434504,7059
383,244416,Total for all sectors,Female,Total,Total,Total reporting,501,,608039,8137
384,2069,Total for all sectors,Female,Total,Total,Item not reported,51,,4476,76
385,26798722,Total for all sectors,Male,Total,Total,All firms,40927,,125412929,596121
386,591313,Total for all sectors,Male,Total,Total,Federal government,696,,2981364,10602
387,1073992,Total for all sectors,Male,Total,Total,State and local government,2013,,6066014,23004
388,4671894,Total for all sectors,Male,Total,Total,Other businesses,7937,,22305945,86555
389,363567,Total for all sectors,Male,Total,Total,Other organizations,649,,1562468,6677
390,4543041,Total for all sectors,Male,Total,Total,Individuals,11681,,20811659,109833
391,8147418,Total for all sectors,Male,Total,Total,Total reporting,17161,,36529441,179924
392,916497,Total for all sectors,Male,Total,Total,Item not reported,3056,,3357802,20983
393,27689153,Total for all sectors,Equally male/female,Total,Total,All firms,103836,,123856482,801499
394,0,Total for all sectors,Equally male/female,Total,Total,Federal government,0,S,0,0
395,1049734,Total for all sectors,Equally male/female,Total,Total,State and local government,3373,,6652757,27808
396,4019000,Total for all sectors,Equally male/female,Total,Total,Other businesses,16582,,21121429,92066
397,315302,Total for all sectors,Equally male/female,Total,Total,Other organizations,1493,,1361979,7538
398,5579164,Total for all sectors,Equally male/female,Total,Total,Individuals,31058,,26393453,186715
399,8627635,Total for all sectors,Equally male/female,Total,Total,Total reporting,42876,,41393622,251128
400,1681628,Total for all sectors,Equally male/female,Total,Total,Item not reported,9965,,7623219,55471
401,861791,Total for all sectors,Total,Hispanic,Total,All firms,2533,,3326732,26936
402,0,Total for all sectors,Total,Hispanic,Total,Federal government,0,D,0,0
403,0,Total for all sectors,Total,Hispanic,Total,State and local government,0,S,0,0
404,1016016,Total for all sectors,Female,Total,Equally minority/nonminority,All firms,4364,,3727658,31722
405,0,Total for all sectors,Female,Total,Equally minority/nonminority,Federal government,0,D,0,0
406,0,Total for all sectors,Female,Total,Equally minority/nonminority,State and local government,0,S,0,0
407,0,Total for all sectors,Female,Total,Equally minority/nonminority,Other businesses,0,S,0,0
408,0,Total for all sectors,Female,Total,Equally minority/nonminority,Other organizations,0,S,0,0
409,314674,Total for all sectors,Female,Total,Equally minority/nonminority,Individuals,982,,859509,11912
410,465458,Total for all sectors,Female,Total,Equally minority/nonminority,Total reporting,1351,,1547743,15734
411,117071,Total for all sectors,Female,Total,Equally minority/nonminority,Item not reported,669,,420962,3601
412,15457126,Total for all sectors,Male,Total,Equally minority/nonminority,All firms,20713,,60011806,287156
413,520370,Total for all sectors,Male,Total,Equally minority/nonminority,Federal government,235,,1216562,5032
414,580681,Total for all sectors,Male,Total,Equally minority/nonminority,State and local government,563,,1782313,8567
415,3529289,Total for all sectors,Male,Total,Equally minority/nonminority,Other businesses,4132,,13954602,50610
416,434320,Total for all sectors,Male,Total,Equally minority/nonminority,Other organizations,528,,1335649,5045
417,3283916,Total for all sectors,Male,Total,Equally minority/nonminority,Individuals,5869,,12078612,63209
418,6050409,Total for all sectors,Male,Total,Equally minority/nonminority,Total reporting,8620,,23685308,102104
419,498705,Total for all sectors,Male,Total,Equally minority/nonminority,Item not reported,1368,,1603877,11681
420,17467131,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,All firms,61556,,70361004,524526
421,92737,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Federal government,633,,433042,2641
422,0,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,State and local government,0,S,0,0
423,2633854,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Other businesses,9288,,12491720,58376
424,235875,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Other organizations,969,,598684,5482
425,4755686,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Individuals,18979,,17903735,154465
426,6545203,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Total reporting,25301,,26304086,189046
427,544848,Total for all sectors,Equally male/female,Total,Equally minority/nonminority,Item not reported,3762,,2362683,21930
428,117139,Total for all sectors,Total,Hispanic,Total,Other businesses,415,,522018,3986
429,0,Total for all sectors,Total,Hispanic,Total,Other organizations,0,S,0,0
430,150095,Total for all sectors,Total,Hispanic,Total,Individuals,598,,542019,3757
431,226507,Total for all sectors,Total,Hispanic,Total,Total reporting,848,,921486,5783
432,81533,Total for all sectors,Total,Hispanic,Total,Item not reported,296,,295846,3041
433,1683478,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,All firms,5553,,6748766,50161
434,0,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Federal government,0,D,0,0
435,30982,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,State and local government,175,,119850,813
436,224392,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Other businesses,1117,,907168,5743
437,13773,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Other organizations,88,,41703,507
438,314430,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Individuals,1913,,989542,9536
439,399515,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,2434,,1434240,11680
440,0,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,0,S,0,0
441,52341415,Total for all sectors,Total,Non-Hispanic,Total,All firms,137695,,240209994,1332984
442,1048806,Total for all sectors,Total,Non-Hispanic,Total,Federal government,1631,,4556725,22990
443,2124899,Total for all sectors,Total,Non-Hispanic,Total,State and local government,5138,,12627807,50020
444,8436356,Total for all sectors,Total,Non-Hispanic,Total,Other businesses,23146,,42198987,170192
445,656155,Total for all sectors,Total,Non-Hispanic,Total,Other organizations,2008,,2846587,13370
